201.00 ,281.00 ,413.00 ,258.00 ,45.00 ,199.47 ,286.53 ,397.53 ,247.73 ,45.00 
303.00 ,103.00 ,220.00 ,211.00 ,45.00 ,306.39 ,102.83 ,207.53 ,198.19 ,45.00 
139.00 ,178.00 ,285.00 ,350.00 ,45.00 ,141.21 ,174.26 ,282.41 ,325.10 ,45.00 
281.00 ,92.00 ,54.00 ,58.00 ,49.00 ,278.01 ,94.39 ,54.61 ,61.11 ,49.00 
317.00 ,206.00 ,148.00 ,287.00 ,23.00 ,320.46 ,203.71 ,139.73 ,290.18 ,23.00 
75.00 ,374.00 ,90.00 ,56.00 ,23.00 ,77.37 ,375.07 ,85.82 ,53.89 ,23.00 
211.00 ,249.00 ,109.00 ,183.00 ,75.00 ,208.49 ,246.33 ,108.16 ,189.78 ,75.00 
215.00 ,185.00 ,167.00 ,309.00 ,58.00 ,216.00 ,187.67 ,165.67 ,315.03 ,58.00 
143.00 ,197.00 ,282.00 ,373.00 ,22.00 ,144.02 ,205.20 ,286.80 ,371.12 ,22.00 
202.00 ,175.00 ,389.00 ,284.00 ,25.00 ,197.92 ,172.44 ,395.83 ,279.73 ,25.00 
284.00 ,261.00 ,249.00 ,309.00 ,0.00 ,279.25 ,257.07 ,268.64 ,302.37 ,0.00 
258.00 ,375.00 ,77.00 ,41.00 ,58.00 ,258.98 ,374.24 ,77.35 ,39.30 ,58.00 
145.00 ,271.00 ,115.00 ,133.00 ,17.00 ,134.91 ,269.60 ,91.40 ,131.62 ,17.00 
261.00 ,250.00 ,65.00 ,60.00 ,0.00 ,257.94 ,247.06 ,71.72 ,60.77 ,0.00 
249.00 ,269.00 ,144.00 ,143.00 ,17.00 ,248.70 ,265.22 ,142.39 ,153.45 ,17.00 
315.00 ,286.00 ,15.00 ,26.00 ,0.00 ,316.40 ,288.80 ,11.88 ,22.82 ,0.00 
213.00 ,287.00 ,10.00 ,21.00 ,0.00 ,212.45 ,287.93 ,7.82 ,19.48 ,0.00 
165.00 ,246.00 ,53.00 ,60.00 ,0.00 ,160.38 ,243.60 ,62.14 ,52.36 ,0.00 
135.00 ,293.00 ,16.00 ,25.00 ,0.00 ,136.82 ,292.03 ,13.04 ,27.93 ,0.00 
259.00 ,233.00 ,31.00 ,37.00 ,20.00 ,267.58 ,232.48 ,54.01 ,40.61 ,20.00 
196.00 ,245.00 ,82.00 ,68.00 ,20.00 ,191.24 ,246.32 ,92.25 ,66.24 ,20.00 
263.00 ,200.00 ,23.00 ,35.00 ,0.00 ,266.28 ,196.24 ,21.14 ,33.88 ,0.00 
188.00 ,198.00 ,27.00 ,54.00 ,0.00 ,185.41 ,199.94 ,31.25 ,48.79 ,0.00 
173.00 ,199.00 ,54.00 ,63.00 ,0.00 ,181.12 ,190.66 ,22.24 ,46.19 ,0.00 
171.00 ,81.00 ,153.00 ,122.00 ,74.00 ,163.96 ,76.92 ,133.73 ,99.00 ,74.00 
119.00 ,304.00 ,149.00 ,94.00 ,2.00 ,121.80 ,303.28 ,152.85 ,102.45 ,2.00 
117.00 ,171.00 ,33.00 ,45.00 ,11.00 ,116.44 ,171.71 ,32.08 ,48.86 ,11.00 
100.00 ,249.00 ,105.00 ,35.00 ,7.00 ,99.61 ,249.28 ,107.97 ,38.66 ,7.00 
177.00 ,239.00 ,329.00 ,120.00 ,6.00 ,188.23 ,239.79 ,314.23 ,116.85 ,6.00 
391.00 ,233.00 ,18.00 ,14.00 ,2.00 ,389.96 ,232.87 ,17.65 ,13.97 ,2.00 
409.00 ,238.00 ,15.00 ,12.00 ,2.00 ,408.74 ,238.11 ,14.51 ,12.50 ,2.00 
346.00 ,223.00 ,16.00 ,12.00 ,2.00 ,347.66 ,224.02 ,15.83 ,11.72 ,2.00 
316.00 ,219.00 ,15.00 ,14.00 ,2.00 ,313.10 ,218.75 ,18.04 ,13.82 ,2.00 
330.00 ,222.00 ,17.00 ,14.00 ,2.00 ,330.71 ,224.13 ,15.31 ,10.88 ,2.00 
293.00 ,218.00 ,14.00 ,10.00 ,2.00 ,291.56 ,216.93 ,15.16 ,8.42 ,2.00 
308.00 ,219.00 ,17.00 ,12.00 ,2.00 ,305.38 ,217.75 ,12.22 ,11.33 ,2.00 
245.00 ,197.00 ,12.00 ,8.00 ,2.00 ,244.75 ,196.14 ,12.80 ,7.63 ,2.00 
279.00 ,229.00 ,274.00 ,378.00 ,23.00 ,273.93 ,246.33 ,281.63 ,324.38 ,23.00 
146.00 ,251.00 ,204.00 ,335.00 ,23.00 ,162.90 ,231.42 ,227.49 ,369.15 ,23.00 
307.00 ,113.00 ,83.00 ,104.00 ,0.00 ,306.21 ,113.56 ,78.73 ,107.92 ,0.00 
62.00 ,278.00 ,80.00 ,185.00 ,0.00 ,61.01 ,277.59 ,80.70 ,183.49 ,0.00 
222.00 ,125.00 ,90.00 ,133.00 ,0.00 ,222.78 ,128.43 ,86.07 ,131.93 ,0.00 
249.00 ,133.00 ,22.00 ,52.00 ,0.00 ,248.49 ,135.50 ,20.55 ,46.28 ,0.00 
302.00 ,166.00 ,23.00 ,15.00 ,36.00 ,305.73 ,164.97 ,20.02 ,16.68 ,36.00 
56.00 ,365.00 ,40.00 ,29.00 ,36.00 ,55.59 ,368.81 ,42.05 ,26.89 ,36.00 
317.00 ,83.00 ,144.00 ,148.00 ,74.00 ,317.35 ,81.59 ,145.55 ,160.36 ,74.00 
207.00 ,187.00 ,372.00 ,317.00 ,4.00 ,214.86 ,195.27 ,379.61 ,311.29 ,4.00 
174.00 ,228.00 ,107.00 ,264.00 ,0.00 ,176.06 ,241.21 ,104.93 ,244.38 ,0.00 
228.00 ,298.00 ,230.00 ,219.00 ,3.00 ,225.28 ,319.05 ,239.09 ,187.62 ,3.00 
269.00 ,229.00 ,104.00 ,57.00 ,26.00 ,270.08 ,227.29 ,109.36 ,71.62 ,26.00 
334.00 ,148.00 ,15.00 ,115.00 ,43.00 ,335.08 ,148.77 ,16.79 ,114.73 ,43.00 
201.00 ,295.00 ,224.00 ,238.00 ,69.00 ,199.22 ,292.79 ,218.54 ,234.23 ,69.00 
316.00 ,156.00 ,10.00 ,96.00 ,43.00 ,316.21 ,156.47 ,12.82 ,91.96 ,43.00 
371.00 ,147.00 ,12.00 ,121.00 ,43.00 ,367.97 ,147.67 ,13.57 ,120.45 ,43.00 
359.00 ,146.00 ,14.00 ,123.00 ,43.00 ,352.32 ,145.81 ,17.21 ,119.50 ,43.00 
39.00 ,101.00 ,78.00 ,130.00 ,68.00 ,38.42 ,100.64 ,76.83 ,125.59 ,68.00 
339.00 ,301.00 ,57.00 ,26.00 ,73.00 ,339.24 ,302.58 ,58.79 ,26.31 ,73.00 
380.00 ,147.00 ,14.00 ,124.00 ,43.00 ,381.69 ,145.60 ,17.53 ,123.75 ,43.00 
200.00 ,145.00 ,227.00 ,294.00 ,55.00 ,203.95 ,143.50 ,244.49 ,285.12 ,55.00 
308.00 ,265.00 ,152.00 ,304.00 ,42.00 ,325.64 ,265.77 ,107.04 ,300.46 ,42.00 
245.00 ,286.00 ,27.00 ,34.00 ,2.00 ,245.48 ,286.86 ,27.87 ,37.47 ,2.00 
379.00 ,303.00 ,56.00 ,80.00 ,7.00 ,379.14 ,301.78 ,53.69 ,91.10 ,7.00 
396.00 ,278.00 ,6.00 ,12.00 ,0.00 ,395.76 ,277.10 ,5.97 ,11.30 ,0.00 
340.00 ,290.00 ,12.00 ,37.00 ,0.00 ,340.28 ,287.79 ,13.81 ,32.73 ,0.00 
255.00 ,276.00 ,22.00 ,26.00 ,13.00 ,255.99 ,273.36 ,22.40 ,23.75 ,13.00 
387.00 ,281.00 ,10.00 ,22.00 ,0.00 ,386.73 ,279.76 ,11.82 ,22.82 ,0.00 
305.00 ,293.00 ,24.00 ,23.00 ,13.00 ,304.53 ,293.36 ,26.19 ,23.19 ,13.00 
359.00 ,308.00 ,17.00 ,25.00 ,16.00 ,358.26 ,304.65 ,14.89 ,18.39 ,16.00 
278.00 ,203.00 ,278.00 ,421.00 ,0.00 ,275.66 ,205.66 ,280.68 ,411.33 ,0.00 
81.00 ,236.00 ,164.00 ,242.00 ,0.00 ,82.38 ,233.24 ,163.36 ,243.99 ,0.00 
244.00 ,40.00 ,50.00 ,79.00 ,0.00 ,244.06 ,40.49 ,51.68 ,80.97 ,0.00 
204.00 ,60.00 ,87.00 ,120.00 ,0.00 ,202.98 ,60.30 ,83.43 ,118.72 ,0.00 
117.00 ,37.00 ,51.00 ,73.00 ,0.00 ,118.07 ,39.08 ,52.58 ,74.38 ,0.00 
43.00 ,74.00 ,87.00 ,150.00 ,0.00 ,42.34 ,75.59 ,84.68 ,151.17 ,0.00 
275.00 ,36.00 ,27.00 ,72.00 ,0.00 ,275.68 ,37.50 ,22.57 ,72.90 ,0.00 
183.00 ,363.00 ,15.00 ,100.00 ,43.00 ,183.69 ,364.16 ,10.95 ,103.69 ,43.00 
155.00 ,40.00 ,49.00 ,78.00 ,0.00 ,150.13 ,40.87 ,44.23 ,81.74 ,0.00 
199.00 ,374.00 ,264.00 ,84.00 ,53.00 ,198.58 ,375.38 ,219.50 ,71.45 ,53.00 
122.00 ,101.00 ,95.00 ,58.00 ,60.00 ,124.31 ,98.13 ,93.67 ,65.74 ,60.00 
113.00 ,76.00 ,15.00 ,23.00 ,41.00 ,112.13 ,77.66 ,12.16 ,20.26 ,41.00 
95.00 ,24.00 ,18.00 ,49.00 ,0.00 ,95.35 ,24.05 ,20.20 ,48.10 ,0.00 
126.00 ,78.00 ,13.00 ,16.00 ,41.00 ,125.86 ,76.67 ,12.49 ,15.80 ,41.00 
243.00 ,154.00 ,188.00 ,234.00 ,0.00 ,245.93 ,154.71 ,195.60 ,251.47 ,0.00 
380.00 ,166.00 ,72.00 ,243.00 ,0.00 ,378.70 ,172.00 ,74.61 ,213.36 ,0.00 
167.00 ,268.00 ,160.00 ,44.00 ,56.00 ,170.42 ,268.36 ,156.77 ,41.13 ,56.00 
277.00 ,324.00 ,262.00 ,94.00 ,55.00 ,272.54 ,324.39 ,260.32 ,97.22 ,55.00 
280.00 ,267.00 ,52.00 ,56.00 ,43.00 ,277.40 ,264.39 ,47.21 ,56.58 ,43.00 
295.00 ,70.00 ,25.00 ,16.00 ,41.00 ,295.32 ,70.68 ,25.51 ,17.40 ,41.00 
227.00 ,340.00 ,412.00 ,149.00 ,60.00 ,217.69 ,335.71 ,396.62 ,160.59 ,60.00 
354.00 ,71.00 ,23.00 ,17.00 ,41.00 ,355.48 ,71.88 ,24.10 ,16.25 ,41.00 
356.00 ,51.00 ,22.00 ,18.00 ,41.00 ,358.22 ,51.32 ,23.44 ,14.33 ,41.00 
101.00 ,318.00 ,47.00 ,34.00 ,41.00 ,96.07 ,317.73 ,51.60 ,39.73 ,41.00 
308.00 ,246.00 ,116.00 ,116.00 ,41.00 ,308.47 ,245.26 ,120.38 ,107.89 ,41.00 
253.00 ,274.00 ,52.00 ,75.00 ,44.00 ,252.93 ,274.54 ,55.19 ,71.20 ,44.00 
159.00 ,290.00 ,84.00 ,119.00 ,55.00 ,157.38 ,288.99 ,81.87 ,122.08 ,55.00 
229.00 ,325.00 ,58.00 ,127.00 ,43.00 ,229.47 ,316.35 ,67.74 ,137.44 ,43.00 
208.00 ,202.00 ,89.00 ,66.00 ,73.00 ,209.14 ,207.89 ,83.90 ,80.02 ,73.00 
88.00 ,107.00 ,48.00 ,41.00 ,13.00 ,90.05 ,107.04 ,42.25 ,42.77 ,13.00 
76.00 ,20.00 ,21.00 ,40.00 ,25.00 ,77.09 ,20.55 ,18.52 ,38.52 ,25.00 
269.00 ,23.00 ,14.00 ,27.00 ,0.00 ,296.10 ,22.96 ,14.79 ,30.92 ,0.00 
94.00 ,35.00 ,28.00 ,70.00 ,25.00 ,96.02 ,26.86 ,21.27 ,48.20 ,25.00 
222.00 ,46.00 ,76.00 ,91.00 ,25.00 ,225.18 ,45.26 ,68.15 ,90.53 ,25.00 
242.00 ,95.00 ,142.00 ,28.00 ,60.00 ,242.24 ,92.42 ,139.27 ,20.25 ,60.00 
53.00 ,162.00 ,91.00 ,188.00 ,72.00 ,50.82 ,163.88 ,79.99 ,178.68 ,72.00 
228.00 ,39.00 ,37.00 ,46.00 ,74.00 ,227.42 ,39.10 ,44.52 ,49.73 ,74.00 
117.00 ,139.00 ,29.00 ,13.00 ,45.00 ,117.17 ,140.75 ,29.63 ,14.18 ,45.00 
153.00 ,57.00 ,21.00 ,35.00 ,75.00 ,152.88 ,57.04 ,21.87 ,34.24 ,75.00 
207.00 ,186.00 ,81.00 ,124.00 ,69.00 ,207.98 ,257.08 ,77.84 ,259.88 ,69.00 
378.00 ,54.00 ,30.00 ,41.00 ,58.00 ,378.72 ,54.21 ,28.60 ,42.68 ,58.00 
364.00 ,166.00 ,88.00 ,45.00 ,71.00 ,364.87 ,166.94 ,83.93 ,38.86 ,71.00 
362.00 ,151.00 ,85.00 ,20.00 ,71.00 ,364.87 ,166.94 ,83.93 ,38.86 ,71.00 
214.00 ,310.00 ,264.00 ,140.00 ,46.00 ,210.18 ,305.94 ,236.29 ,124.99 ,46.00 
293.00 ,138.00 ,137.00 ,172.00 ,39.00 ,291.85 ,140.32 ,138.73 ,165.02 ,39.00 
229.00 ,327.00 ,336.00 ,180.00 ,48.00 ,222.18 ,330.31 ,315.09 ,171.38 ,48.00 
261.00 ,263.00 ,258.00 ,300.00 ,23.00 ,270.63 ,260.74 ,238.38 ,310.52 ,23.00 
173.00 ,245.00 ,271.00 ,359.00 ,23.00 ,159.51 ,242.59 ,255.91 ,346.82 ,23.00 
181.00 ,215.00 ,85.00 ,193.00 ,23.00 ,223.38 ,265.15 ,195.43 ,301.70 ,23.00 
290.00 ,195.00 ,8.00 ,15.00 ,33.00 ,288.22 ,194.33 ,11.93 ,14.58 ,33.00 
287.00 ,87.00 ,6.00 ,13.00 ,33.00 ,286.66 ,86.49 ,6.75 ,12.15 ,33.00 
54.00 ,337.00 ,28.00 ,13.00 ,33.00 ,54.28 ,337.48 ,27.09 ,13.01 ,33.00 
155.00 ,319.00 ,9.00 ,24.00 ,0.00 ,154.37 ,318.26 ,5.09 ,23.60 ,0.00 
164.00 ,319.00 ,7.00 ,21.00 ,0.00 ,164.14 ,318.58 ,3.46 ,22.38 ,0.00 
143.00 ,319.00 ,8.00 ,22.00 ,0.00 ,145.52 ,317.89 ,4.97 ,26.45 ,0.00 
266.00 ,322.00 ,8.00 ,12.00 ,0.00 ,265.91 ,322.87 ,9.56 ,12.60 ,0.00 
198.00 ,315.00 ,6.00 ,13.00 ,0.00 ,180.91 ,323.68 ,5.21 ,12.46 ,0.00 
366.00 ,316.00 ,5.00 ,15.00 ,0.00 ,366.03 ,317.62 ,4.62 ,17.99 ,0.00 
254.00 ,322.00 ,5.00 ,12.00 ,0.00 ,255.34 ,322.03 ,6.25 ,12.96 ,0.00 
185.00 ,247.00 ,7.00 ,5.00 ,33.00 ,185.55 ,248.28 ,6.30 ,6.19 ,33.00 
182.00 ,324.00 ,5.00 ,10.00 ,0.00 ,180.91 ,323.68 ,5.21 ,12.46 ,0.00 
201.00 ,225.00 ,32.00 ,26.00 ,11.00 ,200.78 ,225.46 ,33.04 ,23.00 ,11.00 
278.00 ,214.00 ,275.00 ,394.00 ,6.00 ,299.33 ,209.50 ,233.34 ,413.01 ,6.00 
385.00 ,52.00 ,42.00 ,51.00 ,0.00 ,389.90 ,57.30 ,26.49 ,34.63 ,0.00 
172.00 ,172.00 ,271.00 ,92.00 ,22.00 ,172.70 ,170.67 ,266.57 ,90.46 ,22.00 
180.00 ,309.00 ,340.00 ,211.00 ,22.00 ,181.72 ,310.57 ,340.09 ,210.87 ,22.00 
281.00 ,82.00 ,98.00 ,40.00 ,22.00 ,281.61 ,81.57 ,96.63 ,41.42 ,22.00 
291.00 ,252.00 ,253.00 ,325.00 ,0.00 ,286.14 ,249.96 ,249.06 ,332.07 ,0.00 
135.00 ,220.00 ,72.00 ,171.00 ,27.00 ,133.93 ,218.90 ,58.94 ,168.56 ,27.00 
205.00 ,215.00 ,414.00 ,385.00 ,53.00 ,208.35 ,222.96 ,415.30 ,374.87 ,53.00 
371.00 ,388.00 ,92.00 ,55.00 ,43.00 ,361.18 ,387.90 ,65.92 ,56.20 ,43.00 
263.00 ,201.00 ,113.00 ,347.00 ,31.00 ,267.26 ,207.07 ,100.65 ,352.43 ,31.00 
175.00 ,186.00 ,83.00 ,298.00 ,31.00 ,164.39 ,185.05 ,53.79 ,278.83 ,31.00 
403.00 ,199.00 ,8.00 ,17.00 ,0.00 ,403.97 ,198.00 ,8.11 ,16.11 ,0.00 
206.00 ,202.00 ,82.00 ,308.00 ,31.00 ,205.09 ,205.02 ,61.27 ,286.93 ,31.00 
385.00 ,197.00 ,6.00 ,19.00 ,0.00 ,384.65 ,197.71 ,7.63 ,17.42 ,0.00 
381.00 ,196.00 ,9.00 ,20.00 ,0.00 ,384.65 ,197.71 ,7.63 ,17.42 ,0.00 
65.00 ,201.00 ,53.00 ,34.00 ,2.00 ,64.01 ,199.94 ,55.71 ,34.89 ,2.00 
208.00 ,199.00 ,417.00 ,427.00 ,4.00 ,208.93 ,205.66 ,414.14 ,410.38 ,4.00 
285.00 ,170.00 ,11.00 ,6.00 ,2.00 ,332.50 ,170.45 ,10.13 ,7.55 ,2.00 
345.00 ,110.00 ,144.00 ,161.00 ,4.00 ,344.56 ,111.41 ,142.87 ,55.03 ,4.00 
238.00 ,280.00 ,45.00 ,214.00 ,0.00 ,238.68 ,280.62 ,43.06 ,211.75 ,0.00 
212.00 ,229.00 ,28.00 ,22.00 ,2.00 ,212.16 ,228.76 ,27.58 ,19.65 ,2.00 
26.00 ,217.00 ,52.00 ,205.00 ,5.00 ,29.39 ,215.75 ,55.03 ,197.21 ,5.00 
291.00 ,332.00 ,40.00 ,80.00 ,28.00 ,294.53 ,328.58 ,36.15 ,77.10 ,28.00 
303.00 ,278.00 ,52.00 ,45.00 ,28.00 ,303.77 ,281.77 ,50.57 ,49.92 ,28.00 
321.00 ,332.00 ,26.00 ,64.00 ,28.00 ,322.91 ,322.12 ,23.59 ,87.10 ,28.00 
12.00 ,198.00 ,14.00 ,30.00 ,0.00 ,24.23 ,194.99 ,19.69 ,34.79 ,0.00 
140.00 ,208.00 ,290.00 ,394.00 ,20.00 ,137.49 ,200.98 ,272.64 ,384.66 ,20.00 
248.00 ,262.00 ,327.00 ,300.00 ,20.00 ,263.05 ,260.70 ,305.90 ,301.28 ,20.00 
321.00 ,249.00 ,114.00 ,158.00 ,16.00 ,319.88 ,244.14 ,111.57 ,145.39 ,16.00 
250.00 ,369.00 ,44.00 ,95.00 ,29.00 ,251.35 ,364.12 ,45.57 ,92.55 ,29.00 
266.00 ,50.00 ,31.00 ,14.00 ,2.00 ,265.27 ,49.98 ,31.34 ,14.36 ,2.00 
245.00 ,248.00 ,17.00 ,61.00 ,40.00 ,244.87 ,247.86 ,15.89 ,58.38 ,40.00 
111.00 ,203.00 ,29.00 ,97.00 ,40.00 ,111.26 ,200.88 ,32.28 ,96.98 ,40.00 
21.00 ,230.00 ,43.00 ,115.00 ,40.00 ,21.97 ,228.56 ,43.91 ,124.19 ,40.00 
303.00 ,227.00 ,124.00 ,384.00 ,0.00 ,304.84 ,216.26 ,114.27 ,386.67 ,0.00 
57.00 ,218.00 ,115.00 ,399.00 ,0.00 ,60.15 ,231.10 ,120.30 ,369.80 ,0.00 
130.00 ,219.00 ,83.00 ,402.00 ,0.00 ,131.00 ,221.06 ,86.92 ,386.16 ,0.00 
237.00 ,154.00 ,25.00 ,167.00 ,0.00 ,240.98 ,157.46 ,32.43 ,172.14 ,0.00 
83.00 ,118.00 ,22.00 ,82.00 ,0.00 ,83.48 ,119.78 ,22.43 ,85.74 ,0.00 
209.00 ,107.00 ,52.00 ,97.00 ,25.00 ,208.03 ,98.06 ,56.95 ,72.81 ,25.00 
162.00 ,178.00 ,17.00 ,61.00 ,40.00 ,161.09 ,174.57 ,16.15 ,57.20 ,40.00 
122.00 ,249.00 ,143.00 ,201.00 ,77.00 ,152.86 ,221.70 ,93.30 ,147.69 ,77.00 
324.00 ,93.00 ,61.00 ,83.00 ,16.00 ,323.48 ,92.40 ,64.36 ,85.73 ,16.00 
216.00 ,277.00 ,139.00 ,170.00 ,20.00 ,214.67 ,277.12 ,135.75 ,176.28 ,20.00 
74.00 ,282.00 ,151.00 ,196.00 ,20.00 ,75.47 ,281.38 ,147.19 ,201.93 ,20.00 
240.00 ,327.00 ,63.00 ,74.00 ,20.00 ,235.74 ,326.52 ,52.59 ,79.08 ,20.00 
364.00 ,270.00 ,104.00 ,187.00 ,20.00 ,367.71 ,268.87 ,96.58 ,194.27 ,20.00 
312.00 ,304.00 ,81.00 ,112.00 ,20.00 ,320.58 ,302.76 ,96.02 ,119.49 ,20.00 
334.00 ,234.00 ,38.00 ,181.00 ,0.00 ,336.72 ,234.81 ,31.91 ,179.95 ,0.00 
242.00 ,231.00 ,39.00 ,186.00 ,0.00 ,240.25 ,229.52 ,40.20 ,187.67 ,0.00 
168.00 ,150.00 ,90.00 ,76.00 ,25.00 ,173.62 ,143.51 ,83.46 ,69.28 ,25.00 
213.00 ,122.00 ,55.00 ,19.00 ,25.00 ,211.65 ,121.69 ,57.95 ,20.04 ,25.00 
151.00 ,389.00 ,69.00 ,56.00 ,0.00 ,158.14 ,387.80 ,77.34 ,56.40 ,0.00 
112.00 ,299.00 ,53.00 ,162.00 ,0.00 ,108.64 ,298.25 ,55.44 ,168.64 ,0.00 
323.00 ,120.00 ,36.00 ,32.00 ,25.00 ,323.36 ,119.30 ,43.28 ,31.55 ,25.00 
360.00 ,201.00 ,30.00 ,57.00 ,0.00 ,361.00 ,209.45 ,30.11 ,54.64 ,0.00 
167.00 ,265.00 ,49.00 ,42.00 ,56.00 ,162.83 ,265.27 ,55.17 ,45.21 ,56.00 
203.00 ,150.00 ,41.00 ,47.00 ,25.00 ,204.45 ,148.18 ,44.08 ,40.52 ,25.00 
234.00 ,148.00 ,72.00 ,36.00 ,25.00 ,239.06 ,146.75 ,54.60 ,38.84 ,25.00 
52.00 ,291.00 ,92.00 ,115.00 ,56.00 ,56.13 ,296.13 ,90.64 ,106.51 ,56.00 
389.00 ,211.00 ,29.00 ,41.00 ,0.00 ,390.33 ,213.37 ,32.62 ,46.28 ,0.00 
82.00 ,395.00 ,34.00 ,31.00 ,26.00 ,79.91 ,394.64 ,38.85 ,32.38 ,26.00 
294.00 ,136.00 ,40.00 ,23.00 ,25.00 ,260.09 ,143.00 ,32.34 ,24.08 ,25.00 
162.00 ,249.00 ,41.00 ,36.00 ,56.00 ,157.73 ,230.26 ,41.09 ,24.45 ,56.00 
141.00 ,163.00 ,97.00 ,99.00 ,25.00 ,142.20 ,157.23 ,99.79 ,86.94 ,25.00 
121.00 ,201.00 ,142.00 ,322.00 ,48.00 ,121.15 ,202.06 ,140.19 ,328.48 ,48.00 
317.00 ,280.00 ,159.00 ,195.00 ,52.00 ,317.14 ,277.33 ,161.51 ,208.49 ,52.00 
319.00 ,164.00 ,148.00 ,213.00 ,52.00 ,317.14 ,159.06 ,152.69 ,210.44 ,52.00 
117.00 ,211.00 ,136.00 ,258.00 ,0.00 ,113.63 ,214.81 ,134.10 ,238.52 ,0.00 
197.00 ,185.00 ,28.00 ,12.00 ,29.00 ,197.42 ,183.66 ,28.11 ,11.03 ,29.00 
233.00 ,157.00 ,163.00 ,251.00 ,40.00 ,230.84 ,162.62 ,160.48 ,257.31 ,40.00 
208.00 ,249.00 ,233.00 ,337.00 ,0.00 ,217.69 ,251.90 ,237.04 ,327.12 ,0.00 
398.00 ,70.00 ,37.00 ,138.00 ,41.00 ,398.90 ,64.74 ,34.20 ,129.48 ,41.00 
75.00 ,279.00 ,71.00 ,99.00 ,51.00 ,73.98 ,277.88 ,70.23 ,99.97 ,51.00 
297.00 ,30.00 ,90.00 ,59.00 ,41.00 ,295.02 ,22.88 ,78.35 ,45.68 ,41.00 
117.00 ,31.00 ,113.00 ,62.00 ,41.00 ,113.93 ,31.17 ,112.88 ,62.35 ,41.00 
209.00 ,233.00 ,370.00 ,392.00 ,51.00 ,210.32 ,178.15 ,201.88 ,217.30 ,51.00 
209.00 ,218.00 ,374.00 ,416.00 ,45.00 ,209.05 ,222.02 ,413.89 ,378.61 ,45.00 
169.00 ,234.00 ,351.00 ,277.00 ,6.00 ,175.28 ,224.83 ,350.56 ,223.42 ,6.00 
277.00 ,277.00 ,39.00 ,67.00 ,58.00 ,278.10 ,276.86 ,40.87 ,67.92 ,58.00 
